step,x,y
0,618.9683276940855,331.43811039858065
1,623.936655388171,330.8762207971613
2,628.9049830822564,330.31433119574194
3,633.8733107763419,329.7524415943226
4,638.8416384704274,329.19055199290324
5,643.8099661645128,328.6286623914839
6,648.7782938585983,328.06677279006453
7,653.7466215526838,327.5048831886452
8,658.7149492467693,326.9429935872258
9,663.6832769408547,326.3811039858065
10,668.6516046349402,325.8192143843871
11,673.6199323290257,325.25732478296777
12,678.5882600231112,324.6954351815484
13,683.5565877171966,324.13354558012907
14,688.5249154112821,323.5716559787097
15,693.4932431053676,323.00976637729036
16,698.461570799453,322.447876775871
17,703.4298984935385,321.88598717445166
18,708.398226187624,321.3240975730323
19,713.3665538817095,320.76220797161295
20,718.334881575795,320.2003183701936
21,723.3032092698804,319.63842876877425
22,728.2715369639659,319.0765391673549
23,733.2398646580514,318.51464956593554
24,738.2081923521368,317.9527599645162
25,743.1765200462223,317.39087036309684
26,748.1448477403078,316.8289807616775
27,753.1131754343933,316.26709116025813
28,758.0815031284787,315.7052015588388
29,763.0498308225642,315.1433119574194
30,768.0181585166497,314.5814223560001
31,772.9864862107352,314.0195327545807
32,777.9548139048206,313.45764315316137
33,782.9231415989061,312.895753551742
34,787.8914692929916,312.33386395032267
35,792.8597969870771,311.7719743489033
36,797.8281246811625,311.21008474748396
37,802.796452375248,310.6481951460646
38,807.7647800693335,310.08630554464526
39,812.733107763419,309.5244159432259
40,817.7014354575044,308.96252634180655
41,822.6697631515899,308.4006367403872
42,827.6380908456754,307.83874713896785
43,832.6064185397609,307.2768575375485
44,837.5747462338463,306.71496793612914
45,842.5430739279318,306.1530783347098
46,847.5114016220173,305.59118873329044
47,852.4797293161027,305.0292991318711
48,857.4480570101882,304.46740953045173
49,862.4163847042737,303.9055199290324
50,867.3847123983592,303.343630327613
51,872.3530400924446,302.7817407261937
52,877.3213677865301,302.2198511247743
53,882.2896954806156,301.65796152335497
54,887.2580231747011,301.0960719219356
55,892.2263508687865,300.53418232051627
56,897.194678562872,299.9722927190969
57,902.1630062569575,299.41040311767756
58,907.131333951043,298.8485135162582
59,912.0996616451284,298.28662391483886
60,917.0679893392139,297.7247343134195
61,922.0363170332994,297.16284471200015
62,927.0046447273849,296.6009551105808
63,931.9729724214703,296.03906550916145
64,936.9413001155558,295.4771759077421
65,941.9096278096413,294.91528630632274
66,946.8779555037268,294.3533967049034
67,951.8462831978122,293.79150710348404
68,950.0,293.79150710348404
69,954.6446527072505,291.9402369370765
70,950.0,291.9402369370765
71,953.9926439249783,288.93045380729234
72,950.0,288.93045380729234
73,953.0583923107134,284.9749214191341
74,950.0,284.9749214191341
75,951.9079407739559,280.3532591637246
76,950.0,280.3532591637246
77,950.6226155501294,275.39217562514784
78,950.0,275.39217562514784
79,949.2932771912941,270.44237331882744
80,948.5865543825882,265.492571012507
81,947.8798315738824,260.5427687061866
82,947.1731087651765,255.5929663998662
83,946.4663859564706,250.6431640935458
84,945.7596631477647,245.6933617872254
85,945.0529403390589,240.743559480905
86,944.346217530353,235.79375717458458
87,943.6394947216471,230.84395486826418
88,942.9327719129412,225.89415256194377
89,942.2260491042354,220.94435025562336
90,941.5193262955295,215.99454794930296
91,940.8126034868236,211.04474564298255
92,940.1058806781177,206.09494333666214
93,939.3991578694119,201.14514103034173
94,938.692435060706,196.19533872402133
95,937.9857122520001,191.24553641770092
96,937.2789894432942,186.2957341113805
97,936.5722666345883,181.3459318050601
98,935.8655438258825,176.3961294987397
99,935.1588210171766,171.4463271924193
100,934.4520982084707,166.49652488609888
101,933.7453753997648,161.54672257977847
102,933.038652591059,156.59692027345807
103,932.3319297823531,151.64711796713766
104,931.6252069736472,146.69731566081725
105,931.6252069736472,146.69731566081725
106,931.6252069736472,146.69731566081725
107,931.6252069736472,146.69731566081725
108,931.6252069736472,146.69731566081725
109,931.6252069736472,146.69731566081725
110,931.6252069736472,146.69731566081725
111,931.6252069736472,146.69731566081725
112,931.6252069736472,146.69731566081725
113,931.6252069736472,146.69731566081725
114,931.6252069736472,146.69731566081725
115,931.6252069736472,146.69731566081725
116,931.6252069736472,146.69731566081725
117,931.6252069736472,146.69731566081725
118,931.6252069736472,146.69731566081725
119,931.6252069736472,146.69731566081725
120,931.6252069736472,146.69731566081725
121,931.6252069736472,146.69731566081725
122,931.6252069736472,146.69731566081725
123,931.6252069736472,146.69731566081725
124,931.6252069736472,146.69731566081725
125,931.6252069736472,146.69731566081725
126,931.6252069736472,146.69731566081725
127,931.6252069736472,146.69731566081725
128,931.6252069736472,146.69731566081725
129,931.6252069736472,146.69731566081725
130,931.6252069736472,146.69731566081725
131,931.6252069736472,146.69731566081725
132,931.6252069736472,146.69731566081725
133,931.6252069736472,146.69731566081725
134,931.6252069736472,146.69731566081725
135,931.6252069736472,146.69731566081725
136,931.6252069736472,146.69731566081725
137,931.6252069736472,146.69731566081725
138,931.6252069736472,146.69731566081725
139,931.6252069736472,146.69731566081725
140,931.6252069736472,146.69731566081725
141,928.8029307224899,150.824634010806
142,925.9806544713326,154.95195236079473
143,923.1583782201753,159.07927071078348
144,920.336101969018,163.20658906077222
145,917.5138257178608,167.33390741076096
146,914.6915494667035,171.4612257607497
147,911.8692732155462,175.58854411073844
148,909.0469969643889,179.71586246072718
149,906.2247207132316,183.84318081071592
150,903.4024444620743,187.97049916070466
151,900.580168210917,192.0978175106934
152,897.7578919597597,196.22513586068214
153,894.9356157086024,200.35245421067089
154,892.1133394574451,204.47977256065963
155,889.2910632062878,208.60709091064837
156,886.4687869551306,212.7344092606371
157,883.6465107039733,216.86172761062585
158,880.824234452816,220.9890459606146
159,878.0019582016587,225.11636431060333
160,875.1796819505014,229.24368266059207
161,872.3574056993441,233.3710010105808
162,869.5351294481868,237.49831936056955
163,866.7128531970295,241.6256377105583
164,863.8905769458722,245.75295606054704
165,861.0683006947149,249.88027441053578
166,858.2460244435576,254.00759276052452
167,855.4237481924004,258.13491111051326
168,852.6014719412431,262.262229460502
169,849.7791956900858,266.38954781049074
170,846.9569194389285,270.5168661604795
171,844.1346431877712,274.6441845104682
172,841.3123669366139,278.77150286045696
173,838.4900906854566,282.8988212104457
174,835.6678144342993,287.02613956043444
175,832.845538183142,291.1534579104232
176,830.0232619319847,295.2807762604119
177,827.2009856808274,299.40809461040067
178,824.3787094296702,303.5354129603894
179,821.5564331785129,307.66273131037815
180,818.7341569273556,311.7900496603669
181,815.9118806761983,315.91736801035563
182,813.089604425041,320.0446863603444
183,810.2673281738837,324.1720047103331
184,807.4450519227264,328.29932306032185
185,804.6227756715691,332.4266414103106
186,801.8004994204118,336.55395976029934
187,798.9782231692545,340.6812781102881
188,796.1559469180972,344.8085964602768
189,793.33367066694,348.93591481026556
190,790.5113944157827,353.0632331602543
191,787.6891181646254,357.19055151024304
192,784.8668419134681,361.3178698602318
193,782.0445656623108,365.4451882102205
194,779.2222894111535,369.57250656020926
195,776.4000131599962,373.699824910198
196,773.5777369088389,377.82714326018674
197,770.7554606576816,381.9544616101755
198,767.9331844065243,386.0817799601642
199,765.110908155367,390.20909831015297
200,762.2886319042098,394.3364166601417
201,759.4663556530525,398.46373501013045
202,756.6440794018952,402.5910533601192
203,753.8218031507379,406.71837171010793
204,750.9995268995806,410.8456900600967
205,748.1772506484233,414.9730084100854
206,745.354974397266,419.10032676007415
207,742.5326981461087,423.2276451100629
208,739.7104218949514,427.35496346005164
209,736.8881456437941,431.4822818100404
210,734.0658693926368,435.6096001600291
211,731.2435931414796,439.73691851001786
212,728.4213168903223,443.8642368600066
213,725.599040639165,447.99155520999534
214,722.7767643880077,452.1188735599841
215,719.9544881368504,456.2461919099728
216,717.1322118856931,460.37351025996156
217,714.3099356345358,464.5008286099503
218,711.4876593833785,468.62814695993904
219,711.4876593833785,468.62814695993904
220,711.4876593833785,468.62814695993904
221,711.4876593833785,468.62814695993904
222,711.4876593833785,468.62814695993904
223,711.4876593833785,468.62814695993904
224,711.4876593833785,468.62814695993904
225,711.4876593833785,468.62814695993904
226,711.4876593833785,468.62814695993904
227,711.4876593833785,468.62814695993904
228,711.4876593833785,468.62814695993904
229,711.4876593833785,468.62814695993904
230,711.4876593833785,468.62814695993904
231,711.4876593833785,468.62814695993904
232,711.4876593833785,468.62814695993904
233,711.4876593833785,468.62814695993904
234,711.4876593833785,468.62814695993904
235,711.4876593833785,468.62814695993904
236,711.4876593833785,468.62814695993904
237,711.4876593833785,468.62814695993904
238,711.4876593833785,468.62814695993904
239,711.4876593833785,468.62814695993904
240,711.4876593833785,468.62814695993904
241,711.4876593833785,468.62814695993904
242,711.4876593833785,468.62814695993904
243,711.4876593833785,468.62814695993904
244,711.4876593833785,468.62814695993904
245,711.4876593833785,468.62814695993904
246,716.1482656564606,470.43887862622967
247,720.8088719295426,472.2496102925203
248,725.4694782026247,474.0603419588109
249,730.1300844757068,475.87107362510153
250,734.7906907487888,477.68180529139215
251,739.4512970218709,479.4925369576828
252,744.111903294953,481.3032686239734
253,748.772509568035,483.114000290264
254,753.4331158411171,484.92473195655464
255,758.0937221141992,486.73546362284526
256,762.7543283872812,488.5461952891359
257,767.4149346603633,490.3569269554265
258,772.0755409334454,492.1676586217171
259,776.7361472065274,493.97839028800774
260,781.3967534796095,495.78912195429837
261,786.0573597526916,497.599853620589
262,790.7179660257736,499.4105852868796
263,795.3785722988557,501.22131695317023
264,800.0391785719378,503.03204861946085
265,804.6997848450198,504.8427802857515
266,809.3603911181019,506.6535119520421
267,814.020997391184,508.4642436183327
268,818.681603664266,510.27497528462334
269,823.3422099373481,512.085706950914
270,828.0028162104302,513.8964386172046
271,832.6634224835122,515.7071702834952
272,837.3240287565943,517.5179019497858
273,841.9846350296764,519.3286336160764
274,846.6452413027584,521.1393652823671
275,851.3058475758405,522.9500969486577
276,855.9664538489226,524.7608286149483
277,860.6270601220047,526.5715602812389
278,865.2876663950867,528.3822919475296
279,869.9482726681688,530.1930236138202
280,874.6088789412509,532.0037552801108
281,879.2694852143329,533.8144869464014
282,883.930091487415,535.625218612692
283,888.590697760497,537.4359502789827
284,893.2513040335791,539.2466819452733
285,897.9119103066612,541.0574136115639
286,902.5725165797433,542.8681452778545
287,907.2331228528253,544.6788769441451
288,911.8937291259074,546.4896086104358
289,916.5543353989895,548.3003402767264
290,921.2149416720715,550.111071943017
291,925.8755479451536,551.9218036093076
292,930.5361542182357,553.7325352755983
293,935.1967604913177,555.5432669418889
294,939.8573667643998,557.3539986081795
295,944.5179730374819,559.1647302744701
296,949.1785793105639,560.9754619407607
297,953.839185583646,562.7861936070514
298,950.0,562.7861936070514
299,954.9730347756813,563.3047735139749
300,950.0,563.3047735139749
301,954.933915921426,562.4945428799583
302,950.0,562.4945428799583
303,954.54601504988,560.4127774834104
304,950.0,560.4127774834104
305,953.8367531488836,557.2066387973066
306,950.0,557.2066387973066
307,952.8562684454671,553.1027710402476
308,950.0,553.1027710402476
309,951.6738720990071,548.3912795358335
310,950.0,548.3912795358335
311,950.3731485461909,543.4052229614979
312,950.0,543.4052229614979
313,949.046046857881,538.4970691942814
314,948.0920937157621,533.5889154270649
315,947.1381405736431,528.6807616598484
316,946.1841874315242,523.7726078926319
317,945.2302342894052,518.8644541254154
318,944.2762811472862,513.9563003581989
319,943.3223280051673,509.04814659098236
320,942.3683748630483,504.13999282376585
321,941.4144217209293,499.23183905654935
322,940.4604685788104,494.32368528933284
323,939.5065154366914,489.41553152211634
324,938.5525622945725,484.50737775489984
325,937.5986091524535,479.59922398768333
326,936.6446560103345,474.6910702204668
327,935.6907028682156,469.7829164532503
328,934.7367497260966,464.8747626860338
329,933.7827965839776,459.9666089188173
330,932.8288434418587,455.0584551516008
331,931.8748902997397,450.1503013843843
332,930.9209371576208,445.2421476171678
333,929.9669840155018,440.3339938499513
334,929.0130308733828,435.4258400827348
335,928.0590777312639,430.5176863155183
336,927.1051245891449,425.6095325483018
337,927.1051245891449,425.6095325483018
338,927.1051245891449,425.6095325483018
339,927.1051245891449,425.6095325483018
340,927.1051245891449,425.6095325483018
341,927.1051245891449,425.6095325483018
342,927.1051245891449,425.6095325483018
343,927.1051245891449,425.6095325483018
344,927.1051245891449,425.6095325483018
345,927.1051245891449,425.6095325483018
346,927.1051245891449,425.6095325483018
347,927.1051245891449,425.6095325483018
348,927.1051245891449,425.6095325483018
349,927.1051245891449,425.6095325483018
350,927.1051245891449,425.6095325483018
351,927.1051245891449,425.6095325483018
352,927.1051245891449,425.6095325483018
353,927.1051245891449,425.6095325483018
354,927.1051245891449,425.6095325483018
355,927.1051245891449,425.6095325483018
356,927.1051245891449,425.6095325483018
357,922.1102982948712,425.3821335816539
358,917.1154720005975,425.15473461500596
359,912.1206457063238,424.92733564835805
360,907.1258194120501,424.69993668171014
361,902.1309931177764,424.47253771506223
362,897.1361668235027,424.2451387484143
363,892.141340529229,424.0177397817664
364,887.1465142349552,423.7903408151185
365,882.1516879406815,423.5629418484706
366,877.1568616464078,423.3355428818227
367,872.1620353521341,423.10814391517476
368,867.1672090578604,422.88074494852685
369,862.1723827635867,422.65334598187894
370,857.177556469313,422.42594701523103
371,852.1827301750393,422.1985480485831
372,847.1879038807656,421.9711490819352
373,842.1930775864919,421.7437501152873
374,837.1982512922182,421.5163511486394
375,832.2034249979445,421.2889521819915
376,827.2085987036708,421.06155321534357
377,822.213772409397,420.83415424869565
378,817.2189461151233,420.60675528204774
379,812.2241198208496,420.37935631539983
380,807.2292935265759,420.1519573487519
381,802.2344672323022,419.924558382104
382,797.2396409380285,419.6971594154561
383,792.2448146437548,419.4697604488082
384,787.2499883494811,419.2423614821603
385,782.2551620552074,419.01496251551237
386,777.2603357609337,418.78756354886445
387,772.26550946666,418.56016458221654
388,767.2706831723863,418.33276561556863
389,762.2758568781126,418.1053666489207
390,757.2810305838389,417.8779676822728
391,752.2862042895651,417.6505687156249
392,747.2913779952914,417.423169748977
393,742.2965517010177,417.1957707823291
394,737.301725406744,416.96837181568117
395,732.3068991124703,416.74097284903326
396,727.3120728181966,416.51357388238534
397,722.3172465239229,416.28617491573743
398,717.3224202296492,416.0587759490895
399,712.3275939353755,415.8313769824416
400,707.3327676411018,415.6039780157937
401,702.3379413468281,415.3765790491458
402,697.3431150525544,415.1491800824979
403,692.3482887582807,414.92178111584997
404,687.353462464007,414.69438214920206
405,682.3586361697332,414.46698318255415
406,677.3638098754595,414.23958421590623
407,672.3689835811858,414.0121852492583
408,667.3741572869121,413.7847862826104
409,662.3793309926384,413.5573873159625
410,657.3845046983647,413.3299883493146
411,652.389678404091,413.1025893826667
412,647.3948521098173,412.87519041601877
413,642.4000258155436,412.64779144937086
414,637.4051995212699,412.42039248272295
415,632.4103732269962,412.19299351607503
416,627.4155469327225,411.9655945494271
417,622.4207206384488,411.7381955827792
418,617.425894344175,411.5107966161313
419,612.4310680499013,411.2833976494834
420,607.4362417556276,411.0559986828355
421,602.4414154613539,410.82859971618757
422,597.4465891670802,410.60120074953966
423,592.4517628728065,410.37380178289175
424,587.4569365785328,410.14640281624384
