phase,planner_type,coordination,num_bots,noise_level,n,coverage_mean,coverage_std,steps_mean,collisions_mean,path_eff_mean,success_mean,runtime_mean
P4_noise_robustness,reactive,none,3,low,3,0.14073333333333335,0.07396251302743392,250.0,5.666666666666667,0.03886666666666667,0.0,0.7413199742635092
P4_noise_robustness,reactive,none,3,mid,3,0.1037,0.027934387410501776,250.0,5.333333333333333,0.027766666666666665,0.0,0.763916810353597
P5_full_matrix,planning,basic,3,0,3,0.015166666666666667,0.005253887449625594,250.0,0.0,0.031166666666666665,0.0,5.49699592590332
P5_full_matrix,planning,basic,3,high,3,0.015166666666666667,0.005253887449625594,250.0,0.0,0.0307,0.0,5.894633213678996
P5_full_matrix,planning,basic,3,low,3,0.015166666666666667,0.005253887449625594,250.0,0.0,0.031,0.0,5.371768395105998
P5_full_matrix,planning,basic,3,mid,3,0.015166666666666667,0.005253887449625594,250.0,0.0,0.030866666666666667,0.0,5.372919797897339
P5_full_matrix,planning,basic,5,0,3,0.07573333333333333,0.0292524073083453,250.0,28.0,0.08536666666666666,0.0,6.525852600733439
P5_full_matrix,planning,basic,5,high,3,0.048499999999999995,0.005196152422706635,250.0,30.666666666666668,0.05333333333333334,0.0,6.975329399108887
P5_full_matrix,planning,basic,5,low,3,0.06666666666666667,0.02921614850272591,250.0,25.666666666666668,0.07613333333333333,0.0,6.599628845850627
P5_full_matrix,planning,basic,5,mid,3,0.0697,0.03441685633523202,250.0,34.0,0.07706666666666666,0.0,6.9195512135823565
P5_full_matrix,planning,none,1,0,3,0.0091,0.0091,250.0,0.0,0.054900000000000004,0.0,3.0354864597320557
P5_full_matrix,planning,none,1,high,3,0.006066666666666667,0.005253887449625594,250.0,0.0,0.033800000000000004,0.0,3.071457783381144
P5_full_matrix,planning,none,1,low,3,0.0091,0.0091,250.0,0.0,0.054900000000000004,0.0,3.174290895462036
P5_full_matrix,planning,none,1,mid,3,0.006066666666666667,0.005253887449625594,250.0,0.0,0.0354,0.0,3.0700783729553223
P5_full_matrix,planning,none,3,0,3,0.0182,0.0091,250.0,0.0,0.0335,0.0,8.746596813201904
P5_full_matrix,planning,none,3,high,3,0.015166666666666667,0.005253887449625594,250.0,0.0,0.0286,0.0,8.372191508611044
P5_full_matrix,planning,none,3,low,3,0.02426666666666667,0.013900479608032716,250.0,0.0,0.04623333333333333,0.0,8.468321959177652
P5_full_matrix,planning,none,3,mid,3,0.021233333333333337,0.010507774899251188,250.0,0.0,0.03883333333333333,0.0,8.820799907048544
P5_full_matrix,planning,none,5,0,3,0.057600000000000005,0.020957814771583413,250.0,14.666666666666666,0.05603333333333333,0.0,13.734818776448568
P5_full_matrix,planning,none,5,high,3,0.04850000000000001,0.022848194677041772,250.0,35.666666666666664,0.046066666666666665,0.0,13.488492568333944
P5_full_matrix,planning,none,5,low,3,0.07876666666666667,0.013900479608032711,250.0,4.666666666666667,0.07373333333333333,0.0,12.944753249486288
P5_full_matrix,planning,none,5,mid,3,0.05753333333333333,0.005253887449625599,250.0,15.0,0.061566666666666665,0.0,13.00744660695394
P5_full_matrix,reactive,basic,3,0,3,0.09999999999999999,0.009100000000000002,250.0,3.6666666666666665,0.0301,0.0,0.8649291197458903
P5_full_matrix,reactive,basic,3,high,3,0.13333333333333333,0.07349668926783938,250.0,3.3333333333333335,0.0401,0.0,0.8404117425282797
P5_full_matrix,reactive,basic,3,low,3,0.11819999999999999,0.027299999999999994,250.0,2.3333333333333335,0.0357,0.0,0.8527592817942301
P5_full_matrix,reactive,basic,3,mid,3,0.09393333333333333,0.0052538874496256,250.0,2.6666666666666665,0.028333333333333332,0.0,0.8329737981160482
P5_full_matrix,reactive,basic,5,0,3,0.2788,0.0928936488679393,250.0,16.333333333333332,0.05006666666666667,0.0,1.3985884189605713
P5_full_matrix,reactive,basic,5,high,3,0.24849999999999997,0.1293271433226606,250.0,13.0,0.0446,0.0,1.3587006727854412
P5_full_matrix,reactive,basic,5,low,3,0.26666666666666666,0.12929316816186898,250.0,25.0,0.0479,0.0,1.420895258585612
