phase,condition,seed,planner_type,coordination,num_bots,noise_level,completed,success,steps,coverage,collisions,dynamic_collisions,total_distance,path_efficiency,runtime_seconds
P2_single_agent,reactive_single,817388065,reactive,none,1,0,1,0,1200,0.0667,0,0,5413.57,0.0123,0.2599947452545166
P2_single_agent,reactive_single,825837060,reactive,none,1,0,1,0,1200,0.0,0,0,5339.58,0.0,0.24103164672851562
P2_single_agent,reactive_single,1842665198,reactive,none,1,0,1,0,1200,0.0333,0,0,5368.77,0.0062,0.23038172721862793
P2_single_agent,reactive_single,1811894886,reactive,none,1,0,1,0,1200,0.1333,17,0,5442.28,0.0245,0.2606472969055176
P2_single_agent,reactive_single,45538951,reactive,none,1,0,1,0,1200,0.0167,72,0,5042.06,0.0033,0.2706904411315918
P2_single_agent,reactive_single,812924524,reactive,none,1,0,1,0,1200,0.0833,0,0,5483.83,0.0152,0.32093381881713867
P2_single_agent,reactive_single,2032232343,reactive,none,1,0,1,0,1200,0.0167,35,0,5661.05,0.0029,0.3610811233520508
P2_single_agent,reactive_single,486740843,reactive,none,1,0,1,0,1200,0.0,0,0,5568.71,0.0,0.26465344429016113
P2_single_agent,reactive_single,766649532,reactive,none,1,0,1,0,1200,0.0333,0,0,5526.71,0.006,0.3898589611053467
P2_single_agent,reactive_single,427332897,reactive,none,1,0,1,0,1200,0.05,0,0,5636.07,0.0089,0.2610044479370117
P2_single_agent,reactive_single,356159465,reactive,none,1,0,1,0,1200,0.1,17,0,5527.5,0.0181,0.26689672470092773
P2_single_agent,reactive_single,1663978576,reactive,none,1,0,1,0,1200,0.0,0,0,5482.02,0.0,0.23752164840698242
P2_single_agent,reactive_single,2026627108,reactive,none,1,0,1,0,1200,0.0333,160,0,4891.33,0.0068,0.2561013698577881
