step,reward,coverage,remaining_dirt,collisions,total_distance,path_efficiency,performance_score,success
0,0.0004,0.0004,99,0,5.0,0.08,0.025,0
1,0.0,0.0004,99,0,10.0,0.04,0.01,0
2,0.0,0.0004,99,0,15.0,0.0267,-0.005,0
3,0.0004,0.0008,98,0,20.0,0.04,0.02,0
4,0.0,0.0008,98,0,25.0,0.032,0.005,0
5,0.0,0.0008,98,0,30.0,0.0267,-0.01,0
6,0.0,0.0008,98,0,35.0,0.0229,-0.025,0
7,0.00039999999999999986,0.0012,98,0,40.0,0.03,0.0,0
8,0.0,0.0012,98,0,45.0,0.0267,-0.015,0
9,0.0,0.0012,98,0,50.0,0.024,-0.03,0
10,0.0,0.0012,97,0,55.0,0.0218,-0.045,0
11,0.0004000000000000002,0.0016,97,0,60.0,0.0267,-0.02,0
12,0.0,0.0016,96,0,65.0,0.0246,-0.035,0
13,0.00039999999999999996,0.002,96,0,70.0,0.0286,-0.01,0
14,0.0,0.002,96,0,75.0,0.0267,-0.025,0
15,0.00039999999999999975,0.0024,96,0,80.0,0.03,0.0,0
16,0.0,0.0024,96,0,85.0,0.0282,-0.015,0
17,0.0,0.0024,96,0,90.0,0.0267,-0.03,0
18,0.0,0.0024,96,0,95.0,0.0253,-0.045,0
19,0.0,0.0024,96,0,100.0,0.024,-0.06,0
20,0.0004000000000000002,0.0028,96,0,105.0,0.0267,-0.035,0
21,0.0,0.0028,96,0,110.0,0.0255,-0.05,0
22,0.0,0.0028,96,0,115.0,0.0243,-0.065,0
23,0.0,0.0028,96,0,120.0,0.0233,-0.08,0
24,0.0004000000000000002,0.0032,96,0,125.0,0.0256,-0.055,0
25,0.0,0.0032,96,0,130.0,0.0246,-0.07,0
26,0.0,0.0032,96,0,135.0,0.0237,-0.085,0
27,0.0,0.0032,96,0,140.0,0.0229,-0.1,0
28,0.00039999999999999975,0.0036,96,0,145.0,0.0248,-0.075,0
29,0.0,0.0036,96,0,150.0,0.024,-0.09,0
30,0.0,0.0036,96,0,155.0,0.0232,-0.105,0
31,0.0004000000000000002,0.004,96,0,160.0,0.025,-0.08,0
32,0.0004000000000000002,0.0044,96,0,165.0,0.0267,-0.055,0
33,0.0,0.0044,96,0,170.0,0.0259,-0.07,0
34,0.0,0.0044,96,0,175.0,0.0251,-0.085,0
35,0.0,0.0044,96,0,180.0,0.0244,-0.1,0
36,0.0003999999999999993,0.0048,96,0,185.0,0.0259,-0.075,0
37,0.0,0.0048,95,0,190.0,0.0253,-0.09,0
38,0.0,0.0048,95,0,195.0,0.0246,-0.105,0
39,0.0,0.0048,95,0,200.0,0.024,-0.12,0
40,0.0004000000000000002,0.0052,95,0,205.0,0.0254,-0.095,0
41,0.0,0.0052,95,0,210.0,0.0248,-0.11,0
42,0.0,0.0052,95,0,215.0,0.0242,-0.125,0
43,0.0,0.0052,95,0,220.0,0.0236,-0.14,0
44,0.0004000000000000002,0.0056,95,0,225.0,0.0249,-0.115,0
45,0.0,0.0056,95,0,230.0,0.0243,-0.13,0
46,0.0,0.0056,95,0,235.0,0.0238,-0.145,0
47,0.0,0.0056,95,0,240.0,0.0233,-0.16,0
48,0.0004000000000000002,0.006,95,0,245.0,0.0245,-0.135,0
49,0.0,0.006,95,0,250.0,0.024,-0.15,0
50,0.0004000000000000002,0.0064,95,0,255.0,0.0251,-0.125,0
51,0.0,0.0064,95,0,260.0,0.0246,-0.14,0
52,0.0003999999999999993,0.0068,95,0,265.0,0.0257,-0.115,0
53,0.0,0.0068,95,0,270.0,0.0252,-0.13,0
54,0.0,0.0068,95,0,275.0,0.0247,-0.145,0
55,0.0,0.0068,95,0,280.0,0.0243,-0.16,0
56,0.0004000000000000002,0.0072,95,0,285.0,0.0253,-0.135,0
57,0.0,0.0072,95,0,290.0,0.0248,-0.15,0
58,0.0,0.0072,95,0,295.0,0.0244,-0.165,0
59,0.0,0.0072,95,0,300.0,0.024,-0.18,0
60,0.0,0.0072,95,0,305.0,0.0236,-0.195,0
61,0.0004000000000000002,0.0076,95,0,310.0,0.0245,-0.17,0
62,0.0,0.0076,95,0,315.0,0.0241,-0.185,0
63,0.0,0.0076,95,0,320.0,0.0237,-0.2,0
64,0.0,0.0076,95,0,325.0,0.0234,-0.215,0
65,0.0004000000000000002,0.008,95,0,330.0,0.0242,-0.19,0
66,0.0,0.008,95,0,335.0,0.0239,-0.205,0
67,0.0,0.008,95,0,340.0,0.0235,-0.22,0
68,0.0,0.008,95,0,344.07,0.0233,-0.234,0
69,0.0003999999999999993,0.0084,95,0,349.07,0.0241,-0.209,0
70,0.0,0.0084,95,0,353.5,0.0238,-0.224,0
71,0.0,0.0084,95,0,358.5,0.0234,-0.239,0
72,0.0,0.0084,95,0,362.16,0.0232,-0.252,0
73,0.0,0.0084,95,0,367.16,0.0229,-0.267,0
74,0.0,0.0084,95,0,369.79,0.0227,-0.28,0
75,0.0,0.0084,95,0,374.79,0.0224,-0.295,0
76,0.0,0.0084,95,0,376.21,0.0223,-0.306,0
77,0.0,0.0084,95,0,381.21,0.022,-0.321,0
78,0.0,0.0084,95,0,381.32,0.022,-0.331,0
79,0.00040000000000000105,0.0088,95,0,386.32,0.0228,-0.306,0
80,0.0,0.0088,95,0,391.32,0.0225,-0.321,0
81,0.0,0.0088,95,0,396.32,0.0222,-0.336,0
82,0.0,0.0088,95,0,401.32,0.0219,-0.351,0
83,0.0,0.0088,95,0,401.32,0.0219,-0.361,0
84,0.0,0.0088,95,0,401.32,0.0219,-0.371,0
85,0.0,0.0088,95,0,401.32,0.0219,-0.381,0
86,0.0,0.0088,95,0,401.32,0.0219,-0.391,0
87,0.0,0.0088,95,0,401.32,0.0219,-0.401,0
88,0.0,0.0088,95,0,401.32,0.0219,-0.411,0
89,0.0,0.0088,95,0,401.32,0.0219,-0.421,0
90,0.0,0.0088,95,0,401.32,0.0219,-0.431,0
91,0.0,0.0088,95,0,401.32,0.0219,-0.441,0
92,0.0,0.0088,95,0,401.32,0.0219,-0.451,0
93,0.0,0.0088,95,0,401.32,0.0219,-0.461,0
