step,reward,coverage,remaining_dirt,collisions,total_distance,path_efficiency,performance_score,success
0,0.0004,0.0004,50,0,1.99,0.2005,0.028,0
1,0.0,0.0004,50,0,3.99,0.1002,0.016,0
2,0.0,0.0004,50,0,5.99,0.0668,0.004,0
3,0.0,0.0004,50,0,7.98,0.0501,-0.008,0
4,0.0,0.0004,50,0,9.98,0.0401,-0.02,0
5,0.0,0.0004,50,0,11.97,0.0334,-0.032,0
6,0.0,0.0004,50,0,13.97,0.0286,-0.044,0
7,0.0,0.0004,50,0,16.03,0.025,-0.056,0
8,0.0,0.0004,50,0,18.02,0.0222,-0.068,0
9,0.0,0.0004,50,0,20.02,0.02,-0.08,0
10,0.0,0.0004,50,0,22.02,0.0182,-0.092,0
11,0.0,0.0004,50,0,24.01,0.0167,-0.104,0
12,0.0004,0.0008,50,0,26.01,0.0308,-0.076,0
13,0.0,0.0008,50,0,28.0,0.0286,-0.088,0
14,0.0,0.0008,50,0,30.0,0.0267,-0.1,0
15,0.0,0.0008,50,0,36.1,0.0222,-0.116,0
16,0.0,0.0008,50,0,41.9,0.0191,-0.132,0
17,0.00039999999999999986,0.0012,50,0,47.22,0.0254,-0.107,0
18,0.0,0.0012,50,0,51.84,0.0231,-0.122,0
19,0.0,0.0012,50,0,55.6,0.0216,-0.136,0
20,0.0,0.0012,50,0,58.48,0.0205,-0.148,0
21,0.0,0.0012,50,0,60.64,0.0198,-0.161,0
22,0.0,0.0012,50,0,62.64,0.0192,-0.173,0
23,0.0,0.0012,50,0,65.96,0.0182,-0.186,0
24,0.0004000000000000002,0.0016,50,0,68.64,0.0233,-0.159,0
25,0.0,0.0016,50,0,70.75,0.0226,-0.171,0
26,0.0,0.0016,50,0,72.75,0.022,-0.183,0
27,0.0,0.0016,50,0,74.74,0.0214,-0.195,0
28,0.0,0.0016,50,0,76.74,0.0208,-0.207,0
29,0.00039999999999999996,0.002,50,0,78.73,0.0254,-0.179,0
30,0.0,0.002,50,0,80.73,0.0248,-0.191,0
31,0.0,0.002,50,0,82.73,0.0242,-0.203,0
32,0.0,0.002,50,0,84.72,0.0236,-0.215,0
33,0.00039999999999999975,0.0024,50,0,86.72,0.0277,-0.187,0
34,0.0,0.0024,50,0,88.72,0.0271,-0.199,0
35,0.0,0.0024,50,0,90.71,0.0265,-0.211,0
36,0.0,0.0024,50,0,92.71,0.0259,-0.223,0
37,0.0,0.0024,50,0,94.7,0.0253,-0.235,0
38,0.0,0.0024,50,0,96.7,0.0248,-0.247,0
39,0.0,0.0024,50,0,98.69,0.0243,-0.259,0
40,0.0,0.0024,50,0,100.69,0.0238,-0.271,0
41,0.0,0.0024,50,0,102.68,0.0234,-0.283,0
42,0.0,0.0024,50,0,104.68,0.0229,-0.295,0
43,0.0004000000000000002,0.0028,50,0,106.67,0.0262,-0.267,0
44,0.0,0.0028,50,0,108.67,0.0258,-0.279,0
45,0.0,0.0028,50,0,110.66,0.0253,-0.291,0
46,0.0004000000000000002,0.0032,50,0,112.66,0.0284,-0.263,0
47,0.0,0.0032,50,0,119.19,0.0268,-0.279,0
48,0.0,0.0032,50,0,125.51,0.0255,-0.296,0
49,0.00039999999999999975,0.0036,50,0,131.48,0.0274,-0.271,0
50,0.0,0.0036,50,0,136.87,0.0263,-0.287,0
51,0.0,0.0036,50,0,141.81,0.0254,-0.302,0
52,0.0004000000000000002,0.004,50,0,146.19,0.0274,-0.276,0
53,0.0,0.004,50,0,149.94,0.0267,-0.29,0
54,0.0,0.004,50,0,153.04,0.0261,-0.303,0
55,0.0,0.004,50,0,157.85,0.0253,-0.318,0
56,0.0,0.004,50,0,161.78,0.0247,-0.332,0
57,0.0,0.004,50,0,164.81,0.0243,-0.345,0
58,0.0004000000000000002,0.0044,50,0,167.08,0.0263,-0.317,0
59,0.0,0.0044,50,0,169.07,0.026,-0.329,0
60,0.0,0.0044,50,0,171.07,0.0257,-0.341,0
61,0.0,0.0044,50,0,173.07,0.0254,-0.353,0
62,0.0,0.0044,49,0,175.06,0.0251,-0.365,0
63,0.0,0.0044,49,0,181.47,0.0242,-0.381,0
64,0.0,0.0044,49,0,187.59,0.0235,-0.398,0
65,0.0003999999999999993,0.0048,49,0,193.15,0.0249,-0.373,0
66,0.0,0.0048,49,0,198.49,0.0242,-0.388,0
67,0.0004000000000000002,0.0052,49,0,203.34,0.0256,-0.363,0
68,0.0,0.0052,49,0,207.58,0.0251,-0.378,0
69,0.0,0.0052,49,0,211.15,0.0246,-0.391,0
70,0.0,0.0052,49,0,214.05,0.0243,-0.404,0
71,0.0004000000000000002,0.0056,49,0,218.9,0.0256,-0.379,0
72,0.0,0.0056,49,0,223.07,0.0251,-0.393,0
73,0.0004000000000000002,0.006,49,0,226.7,0.0265,-0.367,0
74,0.0,0.006,49,0,229.78,0.0261,-0.38,0
75,0.0,0.006,49,0,232.33,0.0258,-0.392,0
76,0.0,0.006,49,0,234.36,0.0256,-0.404,0
77,0.0,0.006,49,0,236.36,0.0254,-0.416,0
78,0.0,0.006,49,0,238.36,0.0252,-0.428,0
79,0.0004000000000000002,0.0064,49,0,240.35,0.0266,-0.4,0
80,0.0,0.0064,49,0,242.35,0.0264,-0.412,0
81,0.0,0.0064,49,0,244.34,0.0262,-0.424,0
82,0.0,0.0064,49,0,246.34,0.026,-0.436,0
83,0.0,0.0064,49,0,248.33,0.0258,-0.448,0
84,0.0,0.0064,49,0,250.33,0.0256,-0.46,0
85,0.0003999999999999993,0.0068,49,0,252.32,0.0269,-0.432,0
86,0.0,0.0068,49,0,254.32,0.0267,-0.444,0
87,0.0,0.0068,49,0,256.31,0.0265,-0.456,0
88,0.0,0.0068,49,0,258.31,0.0263,-0.468,0
89,0.0,0.0068,49,0,260.3,0.0261,-0.48,0
90,0.0,0.0068,49,0,262.3,0.0259,-0.492,0
91,0.0,0.0068,49,0,264.29,0.0257,-0.504,0
92,0.0004000000000000002,0.0072,49,0,266.29,0.027,-0.476,0
93,0.0,0.0072,49,0,268.28,0.0268,-0.488,0
94,0.0,0.0072,49,0,270.28,0.0266,-0.5,0
95,0.0,0.0072,49,0,272.27,0.0264,-0.512,0
96,0.0,0.0072,49,0,274.27,0.0263,-0.524,0
97,0.0,0.0072,49,0,276.27,0.0261,-0.536,0
98,0.0,0.0072,49,0,278.26,0.0259,-0.548,0
99,0.0,0.0072,49,0,280.26,0.0257,-0.56,0
100,0.0,0.0072,49,0,282.25,0.0255,-0.572,0
101,0.0004000000000000002,0.0076,49,0,284.25,0.0267,-0.544,0
102,0.0,0.0076,49,0,286.24,0.0266,-0.556,0
103,0.0,0.0076,49,0,288.24,0.0264,-0.568,0
104,0.0,0.0076,49,0,290.23,0.0262,-0.58,0
105,0.0,0.0076,49,0,292.23,0.026,-0.592,0
106,0.0004000000000000002,0.008,49,0,294.22,0.0272,-0.564,0
107,0.0,0.008,49,0,296.22,0.027,-0.576,0
108,0.0,0.008,49,0,298.21,0.0268,-0.588,0
109,0.0,0.008,49,0,300.21,0.0266,-0.6,0
110,0.0,0.008,49,0,302.2,0.0265,-0.612,0
111,0.0,0.008,49,0,308.97,0.0259,-0.629,0
112,0.0,0.008,49,0,315.64,0.0253,-0.646,0
113,0.0003999999999999993,0.0084,49,0,322.14,0.0261,-0.622,0
114,0.0,0.0084,49,0,328.68,0.0256,-0.639,0
115,0.0,0.0084,49,0,335.03,0.0251,-0.655,0
116,0.00040000000000000105,0.0088,49,0,341.05,0.0258,-0.631,0
117,0.0,0.0088,49,0,348.03,0.0253,-0.648,0
118,0.0,0.0088,49,0,355.0,0.0248,-0.665,0
119,0.0003999999999999993,0.0092,49,0,361.97,0.0254,-0.642,0
120,0.0003999999999999993,0.0096,49,0,368.91,0.026,-0.619,0
121,0.0,0.0096,49,0,374.93,0.0256,-0.635,0
122,0.0,0.0096,49,0,380.6,0.0252,-0.651,0
123,0.0,0.0096,49,0,385.72,0.0249,-0.666,0
124,0.00040000000000000105,0.01,49,0,390.05,0.0256,-0.64,0
125,0.0003999999999999993,0.0104,49,0,393.47,0.0264,-0.613,0
126,0.0,0.0104,49,0,396.05,0.0263,-0.626,0
127,0.0,0.0104,49,0,402.36,0.0258,-0.642,0
