step,reward,coverage,remaining_dirt,collisions,total_distance,path_efficiency,performance_score,success
0,0.0004,0.0004,100,0,0.0,400000.0,0.03,0
1,0.0,0.0004,100,0,2.0,0.2004,0.018,0
2,0.0004,0.0008,100,0,3.99,0.2004,0.046,0
3,0.0,0.0008,100,0,5.99,0.1336,0.034,0
4,0.0,0.0008,100,0,7.98,0.1002,0.022,0
5,0.0,0.0008,100,0,9.98,0.0802,0.01,0
6,0.0,0.0008,100,0,11.97,0.0668,-0.002,0
7,0.0,0.0008,100,0,11.97,0.0668,-0.012,0
8,0.0,0.0008,100,0,15.19,0.0527,-0.025,0
9,0.0,0.0008,100,0,17.82,0.0449,-0.038,0
10,0.0,0.0008,100,0,19.9,0.0402,-0.05,0
11,0.0,0.0008,100,0,21.89,0.0365,-0.062,0
12,0.0,0.0008,100,0,23.89,0.0335,-0.074,0
13,0.00039999999999999986,0.0012,100,0,25.88,0.0464,-0.046,0
14,0.0,0.0012,100,0,27.88,0.043,-0.058,0
15,0.0,0.0012,100,0,30.45,0.0394,-0.07,0
16,0.0,0.0012,100,0,32.44,0.037,-0.082,0
17,0.0,0.0012,100,0,34.44,0.0348,-0.094,0
18,0.0,0.0012,100,0,36.44,0.0329,-0.106,0
19,0.0,0.0012,100,0,38.43,0.0312,-0.118,0
20,0.0,0.0012,100,0,40.43,0.0297,-0.13,0
21,0.0,0.0012,100,0,42.42,0.0283,-0.142,0
22,0.0,0.0012,100,0,44.42,0.027,-0.154,0
23,0.0004000000000000002,0.0016,100,0,46.41,0.0345,-0.126,0
24,0.00039999999999999996,0.002,100,0,48.41,0.0413,-0.098,0
25,0.0,0.002,100,0,50.4,0.0397,-0.11,0
26,0.0,0.002,100,0,52.4,0.0382,-0.122,0
27,0.0,0.002,100,0,54.39,0.0368,-0.134,0
28,0.0,0.002,100,0,56.39,0.0355,-0.146,0
29,0.0,0.002,100,0,58.38,0.0343,-0.158,0
30,0.0,0.002,100,0,60.38,0.0331,-0.17,0
31,0.0,0.002,100,0,60.38,0.0331,-0.18,0
32,0.0,0.002,100,0,64.04,0.0312,-0.194,0
33,0.00039999999999999975,0.0024,100,0,67.12,0.0358,-0.167,0
34,0.0,0.0024,100,0,69.65,0.0345,-0.18,0
35,0.0,0.0024,100,0,71.65,0.0335,-0.192,0
36,0.0,0.0024,100,0,73.64,0.0326,-0.204,0
37,0.0,0.0024,100,0,75.64,0.0317,-0.216,0
38,0.0,0.0024,100,0,77.63,0.0309,-0.228,0
39,0.0004000000000000002,0.0028,100,0,79.63,0.0352,-0.2,0
40,0.0,0.0028,100,0,81.63,0.0343,-0.212,0
